loss,iou,dice_coef,precision,recall,specificity,val_loss,val_iou,val_dice_coef,val_precision,val_recall,val_specificity
-0.18960165977478027,0.10964595526456833,0.18977731466293335,0.34430214762687683,0.6801543831825256,0.9136412143707275,-0.022877264767885208,0.011664662510156631,0.022660674527287483,0.0,0.0,1.0
-0.3444977104663849,0.2124682366847992,0.34434616565704346,0.5818952322006226,0.6784346699714661,0.993955671787262,-0.016276024281978607,0.008939793333411217,0.016337264329195023,0.052631571888923645,1.6339122339559253e-06,1.0
-0.40220218896865845,0.2568145990371704,0.40230241417884827,0.6444604396820068,0.6929479837417603,0.9955064654350281,-0.1358257383108139,0.07358402013778687,0.13401393592357635,0.966555118560791,0.19033926725387573,0.9999357461929321
-0.4504197835922241,0.29613736271858215,0.4505888819694519,0.6799483895301819,0.7036331295967102,0.996431291103363,-0.3394862413406372,0.20909278094768524,0.33724573254585266,0.8608409762382507,0.44727346301078796,0.9992092251777649
-0.4900248348712921,0.3315260112285614,0.4901590645313263,0.6989503502845764,0.7117194533348083,0.9967797994613647,-0.4314693212509155,0.28311243653297424,0.4361705183982849,0.8008621335029602,0.5904740691184998,0.9985372424125671
-0.5343338847160339,0.37168779969215393,0.5340595245361328,0.720602810382843,0.7291846871376038,0.997119128704071,-0.49721360206604004,0.33203551173210144,0.4857121407985687,0.8262714743614197,0.5926452279090881,0.9988614320755005
-0.5570565462112427,0.39303186535835266,0.5572363138198853,0.7307218313217163,0.7311471700668335,0.9972798824310303,-0.5582009553909302,0.39442721009254456,0.5597719550132751,0.7393359541893005,0.7127881646156311,0.9970793724060059
-0.5962144136428833,0.43026942014694214,0.5961084365844727,0.7631077170372009,0.7349072098731995,0.9975582361221313,-0.592925488948822,0.4321357309818268,0.5976870059967041,0.7926940321922302,0.7303783297538757,0.9982516765594482
-0.6192407608032227,0.4583967328071594,0.6189212203025818,0.7633916139602661,0.7470611929893494,0.9977046251296997,-0.6197285652160645,0.4524019658565521,0.6172057390213013,0.8397351503372192,0.6832261085510254,0.9985699653625488
-0.645919680595398,0.4856855571269989,0.6459066867828369,0.7776833176612854,0.7512558102607727,0.9978324770927429,-0.6130852103233337,0.45574232935905457,0.6170631051063538,0.7349398732185364,0.6847409009933472,0.9976137280464172
-0.6561773419380188,0.49519839882850647,0.6560002565383911,0.7831845879554749,0.750393807888031,0.9978824257850647,-0.6389150619506836,0.4686626195907593,0.6325834393501282,0.8873336315155029,0.5766472220420837,0.9992541074752808
-0.6933997273445129,0.5372835993766785,0.693449079990387,0.8096133470535278,0.7645453810691833,0.998195230960846,-0.7095584273338318,0.5488772392272949,0.7044299244880676,0.8080792427062988,0.7684433460235596,0.9980520009994507
-0.7210119962692261,0.5694583654403687,0.7210982441902161,0.8187177181243896,0.7885529398918152,0.9982855916023254,-0.6975233554840088,0.5470621585845947,0.7005322575569153,0.8405196666717529,0.7376893758773804,0.9984675049781799
-0.7315235733985901,0.5828707218170166,0.7313494086265564,0.822027862071991,0.788873553276062,0.9982784390449524,-0.7010063529014587,0.5379318594932556,0.6940386891365051,0.7688374519348145,0.7904120683670044,0.9977311491966248
-0.7429870367050171,0.5987417697906494,0.7430166006088257,0.8293588161468506,0.7947279214859009,0.9983184933662415,-0.7247021198272705,0.5642574429512024,0.716488242149353,0.8039777874946594,0.752415657043457,0.9981221556663513
-0.7599731683731079,0.6186059713363647,0.7599999308586121,0.839301347732544,0.8022693395614624,0.9984904527664185,-0.7210026383399963,0.5719240307807922,0.7226476073265076,0.7738426327705383,0.8387168049812317,0.9976342916488647
-0.7592198848724365,0.6173346042633057,0.7591370940208435,0.8307461142539978,0.8013806939125061,0.9983159303665161,-0.7219631671905518,0.5757584571838379,0.7247876524925232,0.9017888903617859,0.6640947461128235,0.9992793202400208
-0.7742554545402527,0.6380664706230164,0.7743378281593323,0.8434539437294006,0.8034422993659973,0.9985184669494629,-0.7360413670539856,0.5884299278259277,0.7376195192337036,0.8432488441467285,0.7536444067955017,0.9985219240188599
